logFC	AveExpr	t	P.Value	adj.P.Val	B
Dusp6	1.10789244437529	6.29791277650197	28.5857303166787	5.72342289365655e-33	7.47286560823087e-31	64.9807445072708
Ppp6r1	0.358554657854383	7.74090480228231	28.5075153484597	6.52538762735903e-33	8.44522535561888e-31	64.8016492886693
Klhl23	-0.457478343871432	6.41627633748003	-28.4632213218543	7.02941793802002e-33	9.01843758761282e-31	64.7646559736008
Crem	0.874633569487576	4.22091661477092	28.4201094752536	7.55810177633643e-33	9.53096013744168e-31	64.7548712639184
Dnaja4	0.340910114578825	6.08033022140211	28.4355190600051	7.36463328859654e-33	9.36705168447873e-31	64.7309527753944
Midn	0.840686681930831	6.23438712204683	28.2330941911435	1.03637944596819e-32	1.29582562252667e-30	64.3834623667059
Sh2d5	0.458677763101867	6.54327349551378	28.167326040026	1.15857955241272e-32	1.43644392573927e-30	64.2576817162026
Tspan13	0.325116900623187	7.42377647494437	28.0661467778171	1.37591445295965e-32	1.69168681991389e-30	64.0573109549527
Fam84a	0.510329851592274	6.47436616392011	28.0152007521863	1.50064191229555e-32	1.82979097305856e-30	63.9990890011332
Rpn1	0.37218026590945	7.14601005700853	27.9143477194953	1.78261734727419e-32	2.15579806079373e-30	63.8036598067099
Mettl16	0.611889593840031	4.53104497977386	27.7710870251735	2.27873392220057e-32	2.71132582968929e-30	63.6631287542163
Papola	0.419798139019732	7.25460170950336	27.8048725015574	2.15031471502521e-32	2.57932872402292e-30	63.6116261888084
Ccpg1	0.318325519945038	7.10150035295239	27.7009279870223	2.5709445916994e-32	3.03453732047463e-30	63.4356097438184
Eml2	-0.539015077135757	6.8669149675014	-27.5743861755874	3.19813898132187e-32	3.74486845479547e-30	63.2229928073277
Arhgap31	0.685025737568538	5.75991702442786	27.5342779936794	3.42788235382372e-32	3.95117001939962e-30	63.2017812846211
Dnase1l2	1.13734770614381	2.64470912584419	27.5398110545187	3.39521499606288e-32	3.94433087022927e-30	62.8654876299716
Fam20a	0.715591727568549	4.08119937887312	27.2765265254775	5.36497000070578e-32	6.08882826080101e-30	62.8019379560145
Cbln2	0.757112404209634	5.87457873627561	27.2969447532093	5.17723398919533e-32	5.9213108741541e-30	62.7814987231993
Jak2	0.484726454401238	6.0855671626952	27.2597513797096	5.52438920867944e-32	6.22189605991271e-30	62.7031100889081
Adamts3	-0.683832849258003	4.98323143812202	-27.1596003440875	6.58187847120364e-32	7.30143120031117e-30	62.5888198096996
Rsad1	-0.514431898248556	4.76314887521326	-27.0786299711183	7.58624672220451e-32	8.28669995700206e-30	62.4553150828384
Sf1	0.252116606996585	7.50460210765403	27.1115092279996	7.16081797461912e-32	7.88438122369631e-30	62.3911678917264
Ptpn1	0.492707376884966	5.95643370321508	27.0539926414033	7.92183464812175e-32	8.53129550353199e-30	62.3467774910931
Spred1	0.565374079637096	8.16792068065825	27.0747181830231	7.63854679512187e-32	8.28669995700206e-30	62.3086333293961
Mapk11	0.592413840548853	6.45977630744798	26.9710891220652	9.16627416992235e-32	9.79994268862568e-30	62.1767424657984
BC021891	-1.21722900785927	2.25823648493419	-27.246022814737	5.65844069329683e-32	6.32459348400768e-30	62.1125503323757
9330159F19Rik	0.459065910626353	7.26590663800693	26.8680641577935	1.09945335718086e-31	1.16700250588823e-29	61.9654071382628
Spry2	0.562362241518506	5.72337202160689	26.7230524008556	1.42166766045252e-31	1.49823461873689e-29	61.7718829624866
Slc5a3	0.936585323618559	5.52996387604475	26.6710780297674	1.55931244131798e-31	1.60881788525913e-29	61.6945800211727
Cdh24	0.603149835936197	3.98106411639075	26.6423653220269	1.64109799888081e-31	1.68144165801997e-29	61.6871548495569
Msl1	0.330535310531169	7.56335063657183	26.7120369021452	1.44976855198069e-31	1.51701313588107e-29	61.6777565212221
Snn	-0.383329515258599	7.91780827793744	-26.6897509808361	1.50836312702054e-31	1.56721053352543e-29	61.6281490110757
Pamr1	-0.644544631601032	5.89955377184126	-26.6334425078432	1.66739344990973e-31	1.69660158344608e-29	61.6021267256579
Nfil3	0.998856668088246	3.44287471964518	26.6049554876743	1.75425183222417e-31	1.77275558442708e-29	61.5563623998869
Fam69a	-0.472471139202391	4.609183731704	-26.467777425673	2.24170959729092e-31	2.23474212151556e-29	61.3765987744417
Rhot2	0.37157481198497	6.50758656889675	26.4849633291643	2.17376309671981e-31	2.18174834891184e-29	61.3032802724364
Cys1	0.93542602878383	3.04830524824251	26.4439444287975	2.33953229687272e-31	2.31660802067518e-29	61.1827844981451
Rnd3	0.690147265570336	4.12597234611387	26.3180110565127	2.93350480938553e-31	2.86628675216385e-29	61.1137853851605
Irs2	1.02208520384812	5.64050196371615	26.2805934279556	3.13805019687462e-31	3.00641510420053e-29	60.98560402507
Cap2	0.278202205056201	8.36018801512581	26.3401055671719	2.81915166302049e-31	2.77291757574696e-29	60.9847431017296
Fam171a1	0.395559478278381	6.47828186109745	26.3016697068748	3.02111155249006e-31	2.93246577930515e-29	60.972711952972
Txlna	0.293499227973255	5.98584558571284	26.2815478957888	3.13265613083286e-31	3.00641510420053e-29	60.959807059802
Hspa4	0.331504324800417	8.29716700011986	26.2736620044054	3.17750714531282e-31	3.02457680141583e-29	60.8655741093557
Ccdc134	0.737641785885779	3.22098434164744	26.1598940856427	3.90241614132562e-31	3.66727692669543e-29	60.7344618475981
Lig1	-0.661957973958888	3.62900651364095	-26.103184743351	4.32459601326774e-31	4.01289871570768e-29	60.6995870003645
Aoc2	0.903204270411126	2.76936017028782	26.2055258640973	3.59332711527128e-31	3.39845822171233e-29	60.669320213502
Dusp4	1.48407366213954	3.63507954887801	26.0564102629146	4.70765953804785e-31	4.28745733483691e-29	60.5987741008835
Mat2b	-0.379412334144188	7.04800611522987	-26.0918367824278	4.41451285150673e-31	4.07073266319564e-29	60.5692487066674
Srsf7	0.328637001486894	6.90688752744416	26.0573017727235	4.70004460786396e-31	4.28745733483691e-29	60.5105203506446
Cfp	0.703256534935286	4.10214656285385	25.9815244189532	5.39431337081207e-31	4.88268094926143e-29	60.5067350193569
Bcl2	0.63971098590253	4.73116994841848	25.9159970282026	6.07852879730365e-31	5.30666354292414e-29	60.3735045164793
Trib2	0.829586058966222	5.88021634424788	25.9366199780489	5.85415280745794e-31	5.194464050451e-29	60.3403274857453
Abcc5	0.368112976361701	8.05945664319234	25.9710309256992	5.49836743380303e-31	4.9465190925811e-29	60.3181435117198
Mast3	0.449444034007269	8.79217397514802	25.9611956529938	5.59774992348099e-31	5.00540620430537e-29	60.2803411142002
Zdhhc8	-0.50102408284183	7.34939256296687	-25.934241400643	5.87959533974053e-31	5.194464050451e-29	60.2708035396215
Pknox1	0.539521114288448	4.34037234894876	25.8519724105524	6.83251705895809e-31	5.86086957487603e-29	60.2703337378034
Spata7	-0.390398450730816	4.5492361346382	-25.8384668553168	7.00336454204869e-31	5.97269597996453e-29	60.2388279078873
Stk4	0.350319392244416	5.86323477486568	25.8685071942544	6.62911416409605e-31	5.71964622088147e-29	60.2118771385015
Rassf3	-0.714135118458588	6.16918795351485	-25.8699708540631	6.61140864051785e-31	5.71964622088147e-29	60.1999425021878
Usp43	-0.912967358711974	2.71990759430719	-25.9236974535649	5.99374192645475e-31	5.26378978469723e-29	60.1534617159099
Rexo4	0.315859913135705	5.59476358874152	25.8113439649788	7.35973405404927e-31	6.24054690996798e-29	60.1236002765882
Psmf1	-0.441134904730584	5.20401245158854	-25.7893441127015	7.66232216663024e-31	6.45999435694072e-29	60.1106481657293
Zscan18	-0.381192225723641	4.55703338224827	-25.7537474085196	8.17900786155969e-31	6.81768824799162e-29	60.0831716977551
Shkbp1	0.597708152479827	4.33494167836191	25.7266548796269	8.59593000949454e-31	7.1249635595552e-29	60.0412573910084
Pglyrp1	1.24962034762786	1.99969724634322	26.1159641689878	4.22556659387629e-31	3.94582338772473e-29	60.0152908098215
Fosb	1.74649402768999	4.31185857969196	25.679833632332	9.36816861573964e-31	7.67877554203459e-29	59.9568947534824
Ttll3	0.698166912004955	3.74794428819397	25.6645332142722	9.63555276329461e-31	7.76846696555457e-29	59.9161092144974
Lrrk2	0.688809354489758	6.31212729450423	25.6689730049551	9.55717405313552e-31	7.76846696555457e-29	59.8211466276668
Fam212b	0.452227496469445	7.07818440944829	25.6671856187064	9.58864966149627e-31	7.76846696555457e-29	59.7856045593385
Rbm11	-0.898839811474528	2.52685047708844	-25.7028274768532	8.98046957371647e-31	7.40211441846999e-29	59.6757356145008
Fosl2	1.43806855207141	5.66577766456336	25.5338149139614	1.22616840540391e-30	9.66525387343849e-29	59.6197881161222
Paqr8	0.567958843072471	7.28513010330425	25.5568612588393	1.17506596820476e-30	9.32092650263067e-29	59.5740292980591
Zdhhc14	0.488310541165044	5.25001156259293	25.4984281158185	1.30907779787544e-30	1.01653335946601e-28	59.5694773735904
Gpr3	1.3718470966342	3.08261346688704	25.5145577064924	1.27060137568445e-30	9.91875804066054e-29	59.5148754191556
Mcf2l	0.335117716243359	7.93642095992465	25.5314334775866	1.23157633740439e-30	9.66525387343849e-29	59.5069554349782
Rbm14	0.483481837473196	4.97921261597065	25.4162205476071	1.5244329758523e-30	1.17756461391229e-28	59.4354455307907
Stac3	1.35013146743787	1.91124885070354	25.7782540736533	7.81962810477854e-31	6.55515869647173e-29	59.3445341990412
C530005A16Rik	-0.666149795373117	3.2725658641335	-25.3172068613258	1.83238621023137e-30	1.40807427842467e-28	59.2308245605556
Pcsk4	-0.905562685595582	2.08695720663095	-25.5821485924139	1.12148406950543e-30	8.99259563124079e-29	59.1966722816847
Parn	-0.54997515562852	4.67980920397547	-25.261782567615	2.03172025812936e-30	1.54515467466188e-28	59.1664972739258
Azi1	-0.486990010898865	5.20864106278271	-25.2121328920878	2.22899853290642e-30	1.68649458228212e-28	59.0373304356028
Zc3h11a	0.316177793912158	7.29727978045035	25.2701179263053	2.00038656801307e-30	1.52920743131942e-28	59.0359343269104
Ubfd1	0.317955336950867	6.28796870759566	25.1947131728987	2.30274694343015e-30	1.73340451037594e-28	58.9329054533588
Usp22	-0.288364810336878	8.0269151172261	-25.1744249715466	2.3917787891329e-30	1.79128447994248e-28	58.8337824020875
Izumo4	-0.683700314208559	4.35353995428596	-25.0545402372627	2.99436118352483e-30	2.23125277281441e-28	58.793900501384
Cwc27	-0.449819713575506	4.06247755590718	-24.9910289149944	3.37413469255287e-30	2.5016071986897e-28	58.6797307745191
P4ha2	0.638443561320393	3.69021513015822	24.9503130942268	3.64306419304076e-30	2.68748845520617e-28	58.593051662543
Fbxo34	-0.421857070629702	6.11525277420949	-24.901313122618	3.99584746965619e-30	2.91855116669839e-28	58.3869444681022
Dlx1as	0.685985154361942	4.5789500211378	24.831347496906	4.56082447432168e-30	3.25074416879913e-28	58.3627469221498
Bhlhb9	0.367785058800511	6.27918667382733	24.876132073353	4.19048282388783e-30	3.04563465929266e-28	58.3296015939471
Ilvbl	-0.582253087757819	4.21707551111161	-24.8057259677074	4.78751788247801e-30	3.39591532875387e-28	58.3285802903541
Stk36	0.686976536998701	2.91913867192583	24.8423593858634	4.4667806220829e-30	3.19916899505879e-28	58.2726808398238
Prdm2	0.341431000950471	6.78051228937531	24.8441049267626	4.45205564393346e-30	3.19916899505879e-28	58.2458867176057
Kdm6b	0.80436603542941	5.51830244077592	24.7984937147775	4.8535600591276e-30	3.4099726243985e-28	58.2346733233073
Per2	1.02049844277441	5.84630825685399	24.7987414434879	4.85128262502266e-30	3.4099726243985e-28	58.2149068800464
Tet3	0.638127587801327	6.84916142564658	24.7733471393103	5.09049568562051e-30	3.5594868884192e-28	58.1090581849739
Bbs2	-0.370688637014222	5.10276430530447	-24.6843360471017	6.02801428253828e-30	4.17546116077793e-28	58.0443530334584
Aff3	0.375434776917533	6.23494322140088	24.7152434851291	5.68403977412668e-30	3.95576994469175e-28	58.0244785862203
Umps	0.509097708751909	4.24537279625894	24.6207221812909	6.8042356612934e-30	4.69110714704312e-28	57.9763855378174
Maoa	-0.448469275910324	5.15128888242201	-24.5966271728231	7.12417669143527e-30	4.86620846784426e-28	57.873036603834
Zfp276	0.386794717436651	4.91245898215878	24.5580225121124	7.66904724246999e-30	5.16662662170786e-28	57.8171992221658
Nr4a1	1.52110371867422	6.82657632146434	24.608767614977	6.96110158968488e-30	4.77693455135864e-28	57.8010095845875
Dennd6b	-0.376868306831951	6.73817559666128	-24.5793248308205	7.36333578316784e-30	5.00638968409485e-28	57.7396189304294
Cecr6	0.34240539826221	6.62451081494053	24.5676938356343	7.52868304451076e-30	5.09532979994091e-28	57.7219346347591
Ccdc6	0.415128368702631	6.08352754009425	24.5441694482807	7.87475859507942e-30	5.28109946871826e-28	57.7044217438789
Heatr1	0.392721003587762	5.32602975148872	24.4908004765866	8.72120424877902e-30	5.7443146199324e-28	57.6553205789184
Egr1	1.39820729458935	8.43730826831149	24.5330995769278	8.04317342768878e-30	5.35737816703401e-28	57.5976360406292
Tmc4	0.939638089001174	2.64846673459089	24.4908402873474	8.72053947260449e-30	5.7443146199324e-28	57.5635558676803
Prpf18	0.292555971144236	5.93584910311534	24.4438707378915	9.5418723193486e-30	6.2536976885961e-28	57.5191901679857
Grm2	-0.54739024945186	6.18121724507458	-24.4418274743809	9.57933901059184e-30	6.2536976885961e-28	57.5019505909367
Cc2d1b	-0.42704282636221	5.23197994311706	-24.399718117713	1.03857411191327e-29	6.72066773998613e-28	57.4872553965005
Hnrnpc	0.374264369863569	7.17275332687479	24.4264335097077	9.86647143819945e-30	6.41277178851078e-28	57.4283287208647
Adam1a	0.689581775145464	3.12652866341776	24.3657103920016	1.10872395781411e-29	7.14328090549753e-28	57.42693870905
Bace2	-1.62692462369459	1.58146536931526	-24.8639957557424	4.28771029650608e-30	3.10102341738484e-28	57.3741217928741
Rasl11a	1.42751152930222	1.41223275620515	24.9163244216305	3.88422252553793e-30	2.8511352806859e-28	57.3225691413425
Slc6a15	-0.394173540039835	5.81698977578321	-24.3195744197239	1.21167544921337e-29	7.77263459899741e-28	57.2869060991665
Rbm3	0.650329248877546	4.24049700522816	24.2473227916449	1.39284379487808e-29	8.78205869642359e-28	57.2610276595482
Ipmk	0.415199963635791	5.43483900459245	24.2847425463964	1.29581082539356e-29	8.27636057050066e-28	57.2481021996593
