logFC	AveExpr	t	P.Value	adj.P.Val	B
Spg7	-0.14151561496676	5.83328119857899	-9.53611963537724	6.6285350649237e-13	2.51066854735414e-12	18.354795461842
Tmod3	0.147114214362674	4.84139790618969	9.49049826530159	7.76020595554647e-13	2.91333533506699e-12	18.3524510509771
Ntmt1	-0.181547753300373	3.94354798205689	-9.43331856246716	9.45826529653826e-13	3.51415880597143e-12	18.3462184255438
Dhrs1	-0.155560304579135	5.76044947138387	-9.53015105000398	6.76655938339906e-13	2.56049800314618e-12	18.3427689262246
Jakmip1	-0.122964330856905	6.25632989236627	-9.54472219437198	6.43458244369282e-13	2.44239334639166e-12	18.3419757511082
Vkorc1l1	-0.106718017943725	6.38320334295061	-9.5476147793594	6.37066139368785e-13	2.41999840892046e-12	18.3414403855933
Ntf3	-0.836648805136132	-0.625372220282742	-9.32853664995734	1.36047324611576e-12	4.97457801070433e-12	18.3408219864096
Tut1	0.170267336426751	4.67688851334011	9.47579906186768	8.1648967422865e-13	3.05903724062202e-12	18.3339164947517
Slc17a5	-0.147659033234617	4.85873099670235	-9.48287002173617	7.96763081515144e-13	2.98816535451816e-12	18.3225008159256
Col11a2	-0.186809938170835	5.10890259999467	-9.49410388000921	7.66406820212743e-13	2.88164276896504e-12	18.3160043249175
Ephx1	-0.185600669694368	4.1252071104679	-9.43312955620548	9.46445941873052e-13	3.5155748807641e-12	18.3036118565757
Anapc4	-0.0942937734220683	5.78881293560129	-9.51969275929462	7.01544104701513e-13	2.65195534736514e-12	18.3026501913127
Mir22hg	-0.18937054112349	4.83042123981072	-9.47498697828998	8.18786554401092e-13	3.06686388007964e-12	18.3008005029539
Tmem177	0.175681582931614	3.53678736449117	9.39250973852387	1.08952932085914e-12	4.02174520889562e-12	18.2988163146161
B3galt4	-0.391797046968847	1.79339130210327	-9.28864549017589	1.56289039681971e-12	5.67812974998229e-12	18.296579939549
Wsb2	0.112015217818335	7.49612808599507	9.55159371100278	6.28377964615816e-13	2.38822475268978e-12	18.2913031370815
Col6a2	-0.239172745724302	4.79586829762028	-9.47012712122727	8.32668988751646e-13	3.11648865044185e-12	18.2907292528104
Gm5124	0.181026859394075	3.9751732985813	9.41854327950841	9.95503941586538e-13	3.68666294030316e-12	18.287679693465
F3	0.205771248282782	5.25736002519006	9.49240998489683	7.70908251281227e-13	2.89635353689922e-12	18.2850470881093
Nacad	-0.133808005630547	5.78378756515208	-9.51302102620211	7.17901851047484e-13	2.71031829845306e-12	18.2801962484564
Ascc3	0.178936257141056	4.91262496393108	9.4703023424114	8.32164356746133e-13	3.1153902358367e-12	18.2687993281967
Fxr2	0.0974233221207376	7.00270749953262	9.53536485674102	6.64583127405362e-13	2.51610455779797e-12	18.2589440590889
Nrm	-0.4432305335654	1.38198749401273	-9.26249674959546	1.71180538002502e-12	6.1871574171703e-12	18.2582603501147
Rnf19a	0.137352700329413	5.45027506322892	9.49364267973634	7.67629799749643e-13	2.88550574917356e-12	18.2581290835616
Nat8l	-0.137126451767911	9.13437941653801	-9.56010617432774	6.10190037716949e-13	2.32388843997828e-12	18.2528309336489
Mlxip	0.167419429107037	5.89557914276864	9.50845824323174	7.29310005419811e-13	2.75057255111551e-12	18.2516775726757
Vsig10	-0.35317512967538	1.51320779126461	-9.26476151291019	1.69836015328948e-12	6.14458207494679e-12	18.251656096884
1200014J11Rik	0.178575478184727	4.47022058141171	9.438375341562	9.29405427861233e-13	3.4557579845425e-12	18.2465265927003
Hrh2	0.301996149153491	2.82752761905482	9.33006974829506	1.353244816642e-12	4.9506010475418e-12	18.2438561027686
Abhd1	-0.402643899021758	1.73632627810417	-9.26994824051074	1.66796798779091e-12	6.04054975254469e-12	18.24132626089
Gpr107	0.118927259164638	5.81408852094299	9.49883159710929	7.53982998778199e-13	2.8370989961677e-12	18.2271529603491
Syncrip	0.13643372385392	6.67948208057198	9.51889152377382	7.0348852918897e-13	2.65794360042358e-12	18.2204503132871
Plod2	-0.308183453774332	2.74930106443006	-9.31700320440116	1.41611606476763e-12	5.16779035854107e-12	18.213872967058
Zfp790	0.189338829417524	4.28354500637755	9.41733158366004	9.9969289138494e-13	3.70124690576999e-12	18.2132664319532
Cdc6	0.84126870739401	-0.807584970487691	9.30692718678465	1.46660381197256e-12	5.34542308345926e-12	18.211194583921
Ralgds	0.119864403199687	6.67663583020825	9.50918305221773	7.27485644230995e-13	2.74509544628749e-12	18.1867347899594
Commd8	-0.122293567032088	5.27209256383161	-9.46498436969308	8.47618304077669e-13	3.16842170214389e-12	18.1863016263043
Tlr3	-0.243096238558938	4.16598873562602	-9.40162550309823	1.05562748373995e-12	3.90050786253423e-12	18.1857842135139
Smyd4	-0.215899457487663	3.62601318365125	-9.36411258932436	1.20234593229103e-12	4.42379348753663e-12	18.1793502785047
Rbm7	-0.165791383943285	4.73718678912271	-9.4302052603308	9.56081781677345e-13	3.54868694512391e-12	18.1629285750453
Pafah2	-0.226985327064202	3.44171266627274	-9.34722869078884	1.2749372227714e-12	4.67455859462456e-12	18.1610209166924
Gpank1	-0.301612747906937	3.249244536089	-9.33276583520376	1.34062683536328e-12	4.90809139676175e-12	18.1574402215417
Ticam1	0.279627599147743	2.73862547101558	9.29796198016225	1.513050560522e-12	5.50441111854684e-12	18.1519560360123
Sipa1l2	0.152553531181589	6.22816330490102	9.48834544073449	7.81818676275746e-13	2.93360954978951e-12	18.1484028168728
Picalm	0.117124448871573	7.4061511340133	9.50849718514102	7.29211870460219e-13	2.75057255111551e-12	18.1454722081256
Mlh3	0.159327938165662	5.02895805056776	9.43846840675575	9.29105924259676e-13	3.45551520204872e-12	18.1362822346566
D14Abb1e	0.163196645632652	6.34723224436782	9.48704267573229	7.8534855119146e-13	2.94610539646041e-12	18.1337433735416
Cldn26	0.656250595618747	0.317709274571825	9.21985826502359	1.98596771703298e-12	7.12572171622195e-12	18.1288007721703
Nosip	-0.167394717046813	5.44137348563386	-9.45584840345545	8.7484654470038e-13	3.26539682712581e-12	18.1279238871888
Ahrr	-0.630924474249687	0.191404619139895	-9.22102526837899	1.97790423394831e-12	7.0985159493246e-12	18.1213964321315
Plaur	0.697188813613136	0.0373454252612264	9.22397456737346	1.95767271856028e-12	7.02932667063481e-12	18.1149616991859
Mrpl18	0.169678895681765	4.81768060097724	9.42044696972312	9.88958439160484e-13	3.66518282124436e-12	18.1132694648276
Zfp949	-0.209205779311475	5.30491885619034	-9.44381754702109	9.12053908134903e-13	3.39551939455523e-12	18.1105322064332
Fkbp15	-0.116052953543076	5.39286730651019	-9.44804217517232	8.9881005569471e-13	3.34959423130077e-12	18.107958163877
Cpsf3	-0.10820269720518	5.49281597171389	-9.44859048560632	8.97105435407974e-13	3.34408630470168e-12	18.094748619241
Camta1	-0.136308240814584	8.63237668454385	-9.50760386141592	7.31466434283924e-13	2.75800045270253e-12	18.0897034707802
Gm5820	0.581832462393158	0.812494453125384	9.20251108060945	2.10981431816267e-12	7.53162362694702e-12	18.0844237474453
Rpe65	-0.692389528436576	0.831647953243975	-9.20132835775752	2.11853645843096e-12	7.56093055338422e-12	18.0791764778151
Eif4g1	0.109746123783037	8.51108617124972	9.50306796006769	7.43023115535085e-13	2.79871407878597e-12	18.0788002546015
Hexb	-0.151564564626193	6.64105776156741	-9.47304540774612	8.24304516885467e-13	3.08674843708837e-12	18.0636959363391
Mblac2	-0.154875852053308	5.41718886459927	-9.43486054060971	9.40788407863248e-13	3.49632044574669e-12	18.0584184843156
Tmem201	-0.122384806149086	6.56949914115355	-9.46950198952625	8.34471867557985e-13	3.12244431497603e-12	18.0557038498297
Slc43a2	0.14056405536668	6.51051455084149	9.46807055965508	8.38614959517382e-13	3.13635617559429e-12	18.0551358869496
Eif1b	0.173923894819855	5.99297139624202	9.45412576341403	8.80078651733452e-13	3.28393536360024e-12	18.0520941520307
Pvrl2	-0.270059114667974	2.50460001224172	-9.25492741801068	1.7575262287795e-12	6.3430875683495e-12	18.0506786964959
Pbld2	-0.485055851074644	0.713910548858827	-9.19172332559082	2.19073033898353e-12	7.81480546938176e-12	18.0480182988206
Soat1	0.191689313810412	4.61120975653258	9.38983734680075	1.09967473060522e-12	4.05817933350412e-12	18.047221551841
Fxyd5	0.196901944606455	4.56441116135794	9.38516070548044	1.11765893282711e-12	4.12145461008026e-12	18.0413384798066
Dixdc1	0.124925417159317	6.9116815925107	9.4668126845156	8.42272850941063e-13	3.14923812538886e-12	18.0251911617773
Tmem126a	0.219193350979028	3.76854300649882	9.32840168868205	1.36111143947847e-12	4.9756784385692e-12	18.0217906353695
Rassf7	-0.696562555666985	-0.326795404136732	-9.20989226289408	2.05619309567244e-12	7.36158042551595e-12	18.0136235863031
Ubn1	0.117698278337429	6.39504161940659	9.45291509956401	8.83774635811078e-13	3.29605939756235e-12	18.0108242952327
Tln1	0.121286045026308	6.0306167946307	9.44348909436308	9.13091792374512e-13	3.39852580844943e-12	18.0106679455169
Armcx6	-0.326848324466658	1.84856085659252	-9.20539688766777	2.08868423445021e-12	7.46341661300033e-12	18.0007565923246
Cela1	-0.497820706448857	0.688857303269644	-9.17653624176224	2.30997830329957e-12	8.21833129657145e-12	17.9961975353579
Tldc1	0.222141035886007	3.45753152542482	9.29793179937663	1.51320940062532e-12	5.50441111854684e-12	17.9882500202601
Nup153	0.170632010310994	6.11748307749664	9.43933071547934	9.26335458587962e-13	3.4460800191646e-12	17.9878157722641
Gnai3	0.150416268211109	5.2676187018971	9.4069780105951	1.03621930647354e-12	3.83167409717056e-12	17.9850108490488
Cux2	-0.183998605855641	7.12928228827529	-9.45707930235952	8.71127219752993e-13	3.25300202486349e-12	17.9798864182342
Csgalnact2	0.174236489010096	4.31121896949362	9.35188227630326	1.25449896929034e-12	4.60649024213781e-12	17.9797102394073
Gfod2	0.18743966373305	4.01120375612113	9.3323430506738	1.34259763849606e-12	4.91408721368664e-12	17.9792475277161
Lonrf2	0.15241992108729	7.5242557917649	9.46053991457127	8.60755779533943e-13	3.21585905368628e-12	17.9729366711552
Med30	-0.265635612381477	3.41962184995249	-9.29106128552023	1.54980989427573e-12	5.63338141910423e-12	17.9717143808511
Rtn3	-0.0815199424218249	10.4378634222149	-9.49187312006483	7.72340500165928e-13	2.9009958603483e-12	17.9674666423403
Btbd3	0.126232729558009	7.88019172031856	9.46047047088747	8.60962671957489e-13	3.21585905368628e-12	17.9567665671003
Il1rap	0.200070406715558	5.40924032979291	9.40418198545059	1.04631235009786e-12	3.86705721777151e-12	17.9530839710531
Trappc2l	-0.189729236748849	4.26567118167962	-9.34128686303641	1.30152243497732e-12	4.76847827307062e-12	17.9527045219225
Tmem51	-0.334274340881916	2.24760295278371	-9.2076641495776	2.07223298023954e-12	7.41181221586766e-12	17.9388829361554
Shmt1	-0.680151268616587	-0.0140429845393771	-9.16600395646286	2.39650122141275e-12	8.51384036135894e-12	17.9156905202654
Clasrp	-0.144081796736225	6.08395291235088	-9.41697303717075	1.00093582785905e-12	3.70491901761977e-12	17.9128847361031
Aox4	-0.747125597003766	-0.293475166374851	-9.17024421160258	2.36128117119389e-12	8.39680462757162e-12	17.9065264656076
Ccdc132	-0.103378631440808	6.47175256301761	-9.42196193532816	9.83780538060981e-13	3.64690905993762e-12	17.8971494988408
Amhr2	0.621484732668571	0.108114107047828	9.15063713572418	2.52863813281033e-12	8.9629749394903e-12	17.8765444658607
Pcdh10	-0.166391924466938	7.88024051360655	-9.43585031322698	9.37568790457675e-13	3.4852330396605e-12	17.8709077201273
Tfcp2l1	0.317107110067463	3.46856387599234	9.26070103892096	1.72254225095663e-12	6.22291585960189e-12	17.8541035863168
Pabpc4	0.227358480954726	3.78103669951128	9.27903909677408	1.61601625340447e-12	5.86392125005646e-12	17.8465083455612
Cdsn	-0.45295786219145	1.19638102793486	-9.13882766489576	2.63515930739176e-12	9.31906529752112e-12	17.8453152795866
Mcfd2	0.159189175965291	5.71144167394938	9.38460918544473	1.11979929220387e-12	4.12831553152821e-12	17.8422973972289
Pex11b	-0.122864133840461	5.33782543834455	-9.36879140850167	1.18297765775559e-12	4.35470368326497e-12	17.8401581806506
Gnao1	0.0698862177372405	9.69016602271472	9.44612466159973	9.0479707841101e-13	3.3693528760414e-12	17.8351496298822
Ndst3	0.191881615925188	5.54578263157516	9.37442973368522	1.16005511938217e-12	4.27342289949564e-12	17.8288873236263
Setdb1	0.108795571709184	6.04180060877522	9.38670574739412	1.11168482810631e-12	4.10044948847011e-12	17.8112814752486
Morc2b	0.481175378267631	0.752837537164662	9.12013548744131	2.8130907759374e-12	9.91977564727065e-12	17.8035792508936
Fgf1	0.135384159725226	6.01978245699041	9.38308197039312	1.12574777019313e-12	4.14920874379952e-12	17.8012027562395
Islr	-0.275598258391702	3.9914153368417	-9.27826564878162	1.62037205002298e-12	5.87828109811632e-12	17.793974799428
Cops7b	0.162936843207889	4.43000465355312	9.29752767566934	1.51533790652489e-12	5.51079503891254e-12	17.7637487967231
Nipa2	0.12213849744378	5.36013218893976	9.34747772971329	1.27383500023165e-12	4.67222339800972e-12	17.7621468873416
Elovl1	0.222795826479044	3.78420481127211	9.25374189479218	1.76479785850094e-12	6.36777393111345e-12	17.7557704391397
Jakmip2	-0.159342336774633	6.06450702009213	-9.36811239658973	1.18576882599412e-12	4.36388956316219e-12	17.7442787906464
Tfip11	-0.117583348573129	5.77510312456658	-9.35802409378471	1.22802952985843e-12	4.51378866057083e-12	17.7406684479112
Ccdc148	-0.208363151340234	3.86486185174952	-9.25265437325663	1.7714950595856e-12	6.38881400858616e-12	17.7345499112035
Mpst	-0.200922472898058	4.19178700411731	-9.27327612448158	1.64875739011142e-12	5.97537866217242e-12	17.7316129716982
Pramef8	0.160458660347406	4.11914702319607	9.26788199508053	1.68000907574869e-12	6.08117122266834e-12	17.7293605096351
Atp10b	-0.526393883802356	0.720431698303208	-9.09706047056345	3.04954767380123e-12	1.07151765609105e-11	17.7248610625399
Ppp1r11	0.150596384578493	5.66033791010143	9.34695222662633	1.27616195373524e-12	4.67788657525707e-12	17.7168861082501
Ppp2r5e	0.131458489927524	6.81111485139471	9.37550629933286	1.15572956840729e-12	4.25864986320709e-12	17.7122830378687
Kif21a	0.136198649169645	8.30727619204582	9.39497229716681	1.08026413276079e-12	3.98954118016338e-12	17.7101389192229
Gpr19	0.192439501417186	3.7394140955879	9.23712093846212	1.8699997251323e-12	6.72926242551268e-12	17.7092112265337
Zfp938	-0.155719303126495	4.3255635858686	-9.27462106909097	1.64105700305348e-12	5.95039445147482e-12	17.7061066582004
Zfp512	-0.109610372389819	5.83239596671227	-9.34846940956789	1.26945544668047e-12	4.65793227065993e-12	17.7004603667802
Arrdc2	0.457217932516198	3.31439349587631	9.2064620168407	2.08093931589551e-12	7.44114848926862e-12	17.6998155720964
Ankrd13b	0.137021092680663	6.78619837372812	9.37124588462546	1.1729433769915e-12	4.31884366961132e-12	17.6988544747318
Tmem87b	-0.113013300887349	5.6307059399231	-9.33924874612012	1.3107697166752e-12	4.80116593838778e-12	17.693729532433
Urb2	0.173242381494293	4.1458080820475	9.25926451579857	1.73118036095299e-12	6.2510609509301e-12	17.6931641870695
P2ry13	-0.304342276813387	3.69992440784842	-9.22842371752931	1.92754673559511e-12	6.93127578283458e-12	17.6884963970741
Tsks	-0.568551214513878	0.157878992739108	-9.09205940730307	3.10338224488488e-12	1.08965496527919e-11	17.6846818882325
Zfp768	-0.187075422134749	3.67836243567284	-9.2257255728678	1.94576009031626e-12	6.99165717791672e-12	17.6842930611307
Rcc2	0.116053696864166	6.69413132709834	9.36380860011398	1.2036153275978e-12	4.42735989613012e-12	17.6787598910633
Dnajc11	-0.0973141930901914	6.11449989913516	-9.34869868906678	1.26844504397019e-12	4.65538263152643e-12	17.6712824684098
Diablo	0.168160217291039	4.6318987521904	9.28049648586284	1.60784079907964e-12	5.83712675925713e-12	17.6612016749142
Slc4a7	0.24954648738501	5.13577555992767	9.30701058218531	1.46617857916995e-12	5.34519366371967e-12	17.6589655020175
Jade1	-0.149359524314088	5.60268969977653	-9.32703678053193	1.36758269650599e-12	4.99809638450566e-12	17.6549237399602
Haus6	-0.262568365332153	3.15853768764015	-9.18177094449174	2.26815395850947e-12	8.07537246714495e-12	17.6520941897652
Ythdf3	0.124330534693998	6.75904082028311	9.35423164468738	1.24430656963983e-12	4.57020142605577e-12	17.6409954031847
Urgcp	-0.0926138061327611	6.25245371072678	-9.34319170515082	1.29293934631751e-12	4.73820842413525e-12	17.6394340765987
Alg11	0.120176105160673	5.17121497846831	9.30294365694183	1.48706137796666e-12	5.41597224648733e-12	17.6376311453464
Cript	0.135086954639542	5.30268038506908	9.30916621006275	1.45523009074082e-12	5.30659040009639e-12	17.6374776928371
Ddx39	0.174079447276229	3.87046673238776	9.22455105589417	1.95374259011148e-12	7.0169226325474e-12	17.6347916397924
Ccnk	0.151605085312892	4.84953167697541	9.28490012182037	1.58339048703707e-12	5.74977682642012e-12	17.6335353815881
Ppil3	-0.195816069114813	3.67082656149322	-9.20974845950892	2.05722452660111e-12	7.36348633320542e-12	17.6299178565193
Slc2a3	0.126607008916703	7.50935151727732	9.36185821554967	1.21179195321398e-12	4.45632564250226e-12	17.629028575241
Mybpc3	-1.43438835089708	-0.476628315436411	-9.10574652131992	2.95827337599918e-12	1.04167936490434e-11	17.6262985524688
A230050P20Rik	-0.15428888153159	6.09830972526573	-9.32907495154791	1.35793077308738e-12	4.9665123019661e-12	17.6044415208813
Socs6	0.197686666144074	3.43568770564449	9.18643565065115	2.23152756304271e-12	7.94880677574413e-12	17.6035886285913
3110040N11Rik	-0.286498190411033	2.19656456665603	-9.10093691775926	3.00846769551968e-12	1.05809135589267e-11	17.5765640021434
Eif5b	0.101994065203772	6.60234798139375	9.33188223164383	1.34474906783609e-12	4.92074100864428e-12	17.5729332180474
Edem3	0.17475356297893	6.24887829006584	9.32229556811147	1.39030369855144e-12	5.07736157634355e-12	17.5669425916916
Adck1	-0.134132174566842	5.10525748730584	-9.27930800942248	1.614504597129e-12	5.85987720197819e-12	17.5664894807365
B4galt2	-0.169765605354189	6.22462497342089	-9.3199354660488	1.40175543561504e-12	5.11665009823462e-12	17.5610339600847
Farsb	0.113350408012506	5.69101094161443	9.30317770779385	1.48585148042015e-12	5.4129019116343e-12	17.5595126452993
Abcb10	-0.204195602303266	4.83854827435592	-9.26139676835389	1.71837432499232e-12	6.2093790817871e-12	17.5536178544637
Rnf13	-0.115631145658681	6.6395943130024	-9.32685211752717	1.36846059492746e-12	5.00006627477953e-12	17.5529882381967
Tmem14a	-0.161712082976141	4.87006116124803	-9.26279323213636	1.71003916215857e-12	6.18380338198223e-12	17.5521065616729
Arnt2	-0.101210690217541	8.93773323667348	-9.35633886883848	1.23523576184473e-12	4.53801504737479e-12	17.5497565516113
Wbp2	-0.104853559551398	8.50905023872352	-9.34954849644108	1.26470713254661e-12	4.64281886877152e-12	17.543039720798
Pcnxl2	-0.12735659337266	7.37061826052705	-9.33528462137667	1.32894588857962e-12	4.86653453464973e-12	17.5426096563765
C78339	0.210482110985408	5.04248145868145	9.26843715649584	1.67676527358727e-12	6.07091898073782e-12	17.5401595906883
Rcbtb1	-0.113132382262236	5.43017633426174	-9.28705533549611	1.5715611255799e-12	5.70822571314768e-12	17.5398255218094
Vac14	-0.144914812298704	4.7130524507454	-9.24917847089475	1.79307282880277e-12	6.46505291206161e-12	17.5352516791485
9330159M07Rik	-0.744953723032605	-1.1845402938426	-9.0689034301138	3.36541287432641e-12	1.17717642360863e-11	17.5298052003579
Ralgapa2	0.164347213934252	5.59347518182188	9.28936746051155	1.55896961039257e-12	5.66528020486009e-12	17.5245068223806
Sept10	-0.309949151749329	2.14728994176457	-9.08192833279349	3.21539444327482e-12	1.12683918327973e-11	17.5202158690567
D130043K22Rik	-0.196934070576795	5.96438738565788	-9.29979308965277	1.50344491196897e-12	5.47294010145329e-12	17.5160377796497
Rnf185	0.110620277086479	5.0827963847172	9.25993929259491	1.72711736083555e-12	6.23791665649149e-12	17.5025775688406
Cpne9	-0.238550211040029	6.22184080620584	-9.30064855049174	1.49897843324552e-12	5.45802759232587e-12	17.4963156027739
Tmem110	-0.141571169468701	4.82467911153191	-9.24047477238066	1.84827409090588e-12	6.65757713311166e-12	17.4826848681354
Ext1	-0.150274288178463	5.42999825326446	-9.26732409654336	1.68327524732807e-12	6.09149938657797e-12	17.4709435925256
Zfp367	-0.155396985041594	5.15379101820827	-9.25295221251925	1.76965835402487e-12	6.38375045361441e-12	17.4658908260081
Ppap2b	-0.174043580736054	8.02654202634219	-9.32171021403697	1.39313513534779e-12	5.08644290693424e-12	17.4657254122713
Stxbp1	-0.0968407890631782	10.3780501449442	-9.34744413137491	1.27398364715962e-12	4.67222339800972e-12	17.4653166848138
Etl4	-0.157742115636108	7.5743483523614	-9.31577869954077	1.4221568687742e-12	5.18855154349517e-12	17.4648309006364
Col7a1	0.311439496101277	2.7671508433881	9.10185909198831	2.99877754303794e-12	1.05518635511524e-11	17.4607951260865
Ddx56	-0.121818928059172	5.0475009537316	-9.24551160394999	1.81612349527645e-12	6.54496483861961e-12	17.4583900177791
Fam214b	-0.167091794786995	5.68633099595358	-9.27386802821566	1.64536400621319e-12	5.96454558910797e-12	17.457645909489
C2cd5	0.100805927282068	6.4507779118738	9.29482132796948	1.52967019326612e-12	5.56154608956341e-12	17.4540427887888
Gm16845	-0.681290488983367	-0.370213500232245	-9.04271887919235	3.68870278426938e-12	1.2853831100404e-11	17.4451089826165
Traip	0.329386501076885	3.34577402612544	9.13271353205023	2.69207489586238e-12	9.51350251821643e-12	17.4354085379393
Myct1	-0.85075345906513	-0.749091970144406	-9.0597240689484	3.47536003458761e-12	1.21419516813416e-11	17.4275401564876
Tle6	-0.300107981739879	2.76018903680572	-9.09125375467016	3.11214397105663e-12	1.0924713811318e-11	17.4262200284892
Celf3	-0.164247561985977	7.20162220941569	-9.29863223444446	1.50952737348843e-12	5.49372641056939e-12	17.4225544146864
Slc44a4	-0.797085039255113	-1.16034159637587	-9.09641911368388	3.05639866458983e-12	1.07366918803234e-11	17.4181789727807
Zfp444	0.178151450998087	4.93990471887203	9.22724539282475	1.93547956736568e-12	6.95641060582541e-12	17.4145648564542
Zdhhc7	0.147893151095245	4.9524710921673	9.22795553471751	1.93069474773218e-12	6.94090407115997e-12	17.4145180793556
Chchd3	0.141077678439089	5.30182134459199	9.2441744101014	1.82460353491153e-12	6.57391954922702e-12	17.4100439767202
Slc22a5	-0.161879809039488	3.78595100461199	-9.15447098817783	2.4949988971429e-12	8.84884945395346e-12	17.4083149073482
Slc29a1	-0.216228660305629	4.31011448668012	-9.18844809126149	2.2159109698216e-12	7.9008096782861e-12	17.408193810199
Bsn	0.21663287197854	9.93530082189797	9.32610516868157	1.37201743647025e-12	5.01182105909436e-12	17.4067207737058
Plb1	-0.725324012975705	0.825632863513936	-9.00453581391133	4.21711621083026e-12	1.46152923199501e-11	17.4061483153667
Gpr146	-0.161573929018273	4.6384580437543	-9.20542522506825	2.08847780758666e-12	7.46341661300033e-12	17.3972045455801
Tmed5	0.189455832419486	4.79554544598744	9.21229531046595	2.03903418504087e-12	7.30191999177015e-12	17.3895613421242
Ctdspl	-0.112017496222432	5.57453744832257	-9.24846910017718	1.79750893984485e-12	6.47946418237747e-12	17.3835002907546
N4bp3	0.302635001002389	3.69260600754992	9.14043531733767	2.6203963948536e-12	9.2735256439602e-12	17.382952468597
Ubl4	0.105612139084983	5.85702961868441	9.25762332098961	1.7411026906018e-12	6.28535089237557e-12	17.3796427233854
Fancl	-0.246332312730011	2.43739355000217	-9.05753448828613	3.50211665674697e-12	1.22325353109954e-11	17.3766551110407
Mrpl11	-0.170095756425789	4.91321920843955	-9.21504770419894	2.01955811271619e-12	7.24096242892215e-12	17.3766418563731
Ncoa3	0.162370200078028	6.06316634097712	9.26261976957497	1.71107229716591e-12	6.18602319833028e-12	17.3755699530355
Pigq	-0.0954895924490982	6.85811048368329	-9.27775157508065	1.62327368792324e-12	5.8873598799458e-12	17.3673945325089
Heatr5a	0.211261969220753	4.12128595305769	9.16302691788031	2.42154493464338e-12	8.59660105046402e-12	17.3617831179212
2210016L21Rik	-0.122419501633466	6.6767642708571	-9.27127899049009	1.66025913560411e-12	6.01558528651844e-12	17.355797313007
Pcyt1a	0.123327863609036	5.55138736154021	9.23839982406617	1.86168507752996e-12	6.70097624637157e-12	17.3515252990705
Gli3	-0.246863419108644	3.84844747283491	-9.14205556859233	2.60560216053654e-12	9.22559497877518e-12	17.3514254739208
Uggt2	-0.238265088196253	5.57032018997752	-9.23585296864186	1.87828037912628e-12	6.75741251246747e-12	17.3416239326216
Pkn3	0.42022388906634	1.09425470740602	8.98277485382848	4.55175809744946e-12	1.57165080668779e-11	17.3182896021001
Tmem82	1.16486848056451	-1.06365207988097	9.05705589549279	3.50799265140077e-12	1.22472606670059e-11	17.3171793445777
Terf2ip	-0.104440313376273	5.85376349520196	-9.23479855134842	1.88519455575385e-12	6.78063395309418e-12	17.2999597260485
Trappc9	-0.110922029843989	6.14172429816862	-9.23957427286614	1.85408226934862e-12	6.67686839198672e-12	17.2866483632457
Ephb6	-0.185852086408731	7.54926102803778	-9.26423986814741	1.70144753147917e-12	6.15424292214847e-12	17.2854342679238
Lrrc14	-0.168760174803277	4.12892775049828	-9.14186332114437	2.60735312587833e-12	9.22957965911923e-12	17.2852820872966
Aim2	-0.416493566218657	1.15643849645507	-8.97439532319381	4.68764706030583e-12	1.61705739368137e-11	17.282411425256
Arhgap11a	-0.360441034610758	1.80423713088188	-8.99611283085205	4.34359941332382e-12	1.5032949975177e-11	17.2796805678157
Fyb	0.292808278708918	2.76993161302577	9.04940951149669	3.60323173277665e-12	1.2573812910451e-11	17.276659776354
Sin3a	-0.119462120370726	5.53523555653241	-9.21455570917902	2.02302567135761e-12	7.2516328365428e-12	17.2701204482091
Wdfy3	0.217338072985703	8.48820541678388	9.27091708221251	1.66235205611966e-12	6.02168972157855e-12	17.268560909219
1700003E16Rik	0.150593466921326	4.67524992952735	9.16871840230736	2.37389419963754e-12	8.43758974258066e-12	17.2608897572266
AI450353	0.471325503288402	1.56656752675192	8.97840521741008	4.62211669623008e-12	1.59519788856558e-11	17.2560080420638
Cnih4	0.138236958716232	5.03992674803362	9.18670742784978	2.22941209965891e-12	7.94318911334642e-12	17.2536225657343
Gtf2h1	-0.11023986728916	5.46870207815979	-9.20470609715489	2.09372274235419e-12	7.47960904133021e-12	17.2452736603975
Pcdh19	-0.241554653818007	5.48351144509058	-9.20335793239441	2.10359135779121e-12	7.51304451533564e-12	17.2394811310264
Tmem39a	0.229353445543468	3.29538175550497	9.07291196983618	3.31850644250968e-12	1.16109071897293e-11	17.2392236022325
Peak1	0.24476573934871	5.80683489678274	9.21549672386594	2.01639867417306e-12	7.23139184218507e-12	17.2389416859662
Ccdc103	-0.410724029126082	1.1882032952756	-8.95611003261339	4.99854524331171e-12	1.71908010535713e-11	17.2194568853219
Grik4	-0.188302537691289	4.71911791173011	-9.1593909757527	2.45248982564039e-12	8.70226909271242e-12	17.2193521789747
Tlcd1	-0.216536827547994	3.803778777304	-9.10019892256782	3.01624524293008e-12	1.0605739350379e-11	17.2145842344168
Tmem107	0.279251379141653	2.53540120788017	9.01602714738782	4.05052181933554e-12	1.40681259233702e-11	17.2121188741547
Secisbp2	0.141299816746583	4.43896272998869	9.14027681822349	2.62184816325307e-12	9.27643832149538e-12	17.2107213043388
Apol7a	-0.821897469170554	-0.854929385280951	-9.00396956918815	4.225501573672e-12	1.46379549701706e-11	17.2083086636717
Mzt2	-0.227995519527562	3.57037380006178	-9.08265084227394	3.20727288082491e-12	1.12426001624354e-11	17.2082632023962
Aqr	0.164241851162408	5.77780121875237	9.2059587854941	2.08459486731782e-12	7.45241402287547e-12	17.2081005547571
